edge_id,start_coord,end_coord,osm_osmid,osm_highway,osm_name,osm_oneway,osm_reversed,osm_length,osm_geometry,inferred_length,inferred_length_source,inferred_width,inferred_width_source,inferred_curb_norm,inferred_curb_source,inferred_crossing,inferred_crossing_source,inferred_path_type,inferred_path_type_source,osm_maxspeed,osm_bridge,osm_lanes,osm_tunnel,osm_est_width,osm_width,osm_service,osm_access,osm_ref
769,"(0.2346124751166353, 0.591912864018968)","(0.2505382907327655, 0.6166033947874147)",229374482,pedestrian,Zwanenburgwal,False,True,29.349013251690646,"LINESTRING (629362.927158718 5803732.547969508, 629375.8830818601 5803752.809487859, 629378.8455398853 5803757.24994182)",29.349013251690646,OSM:length,1.2,Inferred:highway=pedestrian (typical sidewalk width),-0.04,Inferred:highway=pedestrian (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=pedestrian (walk_lane),,,,,,,,,
18,"(0.6134296847286723, 0.3647853994021252)","(0.6526200845755084, 0.37849853932798827)",4361939,footway,Dr. D.M. Sluyspad,False,True,41.38937217469798,,41.38937217469798,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
23,"(0.6526200845755084, 0.37849853932798827)","(0.707246066896279, 0.4305069208683259)","[23289289, 23289290, 4361939]",footway,Dr. D.M. Sluyspad,False,False,75.29409581116653,"LINESTRING (629780.7396349265 5803519.034749035, 629783.9167116947 5803522.045450892, 629797.1701298291 5803533.824420893, 629835.340116885 5803571.067231158)",75.29409581116653,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,yes,,,,,,,
24,"(0.6526200845755084, 0.37849853932798827)","(0.6689425027415822, 0.35168571245774927)",447595610,footway,,False,False,31.654661766181526,"LINESTRING (629780.7396349265 5803519.034749035, 629784.586302543 5803514.217052683, 629795.2199833753 5803498.482496755, 629797.0544335028 5803492.209497153)",31.654661766181526,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
220,"(0.6118210099865735, 0.35781281085552286)","(0.6134296847286723, 0.3647853994021252)",7370808,footway,,False,True,7.153900093273859,,7.153900093273859,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
221,"(0.5757163936641044, 0.3539814384244892)","(0.6134296847286723, 0.3647853994021252)","[31987043, 23289622]","['footway', 'steps']",,False,True,39.10573948858878,"LINESTRING (629741.5675298426 5803505.315254467, 629714.0136312451 5803497.1773303915, 629703.8718440008 5803494.5062869545)",39.10573948858878,OSM:length,1.0,"Default:highway=['footway', 'steps'] (fallback width)",-0.04,"Default:highway=['footway', 'steps'] (pedestrian paths default lowered)",0,Default: no crossing indicators found,0,"Default:highway=['footway', 'steps'] (walk_lane fallback)",,,,,,,,,
1003,"(0.7057864832972554, 0.4318367222321123)","(0.707246066896279, 0.4305069208683259)",452125505,footway,,False,False,1.9708446539398292,,1.9708446539398292,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
845,"(0.707246066896279, 0.4305069208683259)","(0.720817916981492, 0.44748371770531103)",23289290,footway,Dr. D.M. Sluyspad,False,False,21.708382328711657,"LINESTRING (629835.340116885 5803571.067231158, 629845.6396555861 5803584.282020931, 629848.9056313937 5803588.051895009)",21.708382328711657,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
27,"(0.9684648671262082, 0.014793846753992708)","(0.976317491224896, 0.06324594911037607)",7370489,tertiary,Roetersstraat,False,False,49.07871684829593,"LINESTRING (630096.4369756182 5803155.161516415, 630097.1120271054 5803160.29876615, 630104.2859339749 5803203.636071381)",49.07871684829593,OSM:length,1.0,Default:highway=tertiary (fallback width),0.04,Inferred:highway=tertiary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=tertiary (walk_lane fallback),30,,2,,,,,,
75,"(0.976317491224896, 0.06324594911037607)","(0.9851911274886768, 0.11818807889620425)",7370489,tertiary,Roetersstraat,False,False,55.65767289023624,"LINESTRING (630104.2859339749 5803203.636071381, 630112.6692817046 5803253.538173318, 630112.9702251321 5803256.072446284, 630113.1554278703 5803258.603661243)",55.65767289023624,OSM:length,1.0,Default:highway=tertiary (fallback width),0.04,Inferred:highway=tertiary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=tertiary (walk_lane fallback),30,,2,,,,,,
696,"(0.9387963768172675, 0.05181028810677478)","(0.976317491224896, 0.06324594911037607)",517310566,footway,Korte Lepelstraat,False,False,39.632323947535255,"LINESTRING (630104.2859339749 5803203.636071381, 630103.2602774805 5803203.775911918, 630099.2532625603 5803204.326672877, 630066.7823350786 5803192.1951111145)",39.632323947535255,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,,,,,,
32,"(0.694583230226226, 0.021589205262219406)","(0.70535555832257, 0.025365862293375296)",7370557,residential,Weesperstraat,False,False,11.379183902813432,,11.379183902813432,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),50,,,,,,,,
35,"(0.6847128499746584, 0.018503764439701784)","(0.694583230226226, 0.021589205262219406)","[7370257, 7370507]",residential,Nieuwe Prinsengracht,False,True,10.30830882109466,"LINESTRING (629822.6831914482 5803161.960023879, 629816.3912031665 5803160.024626821, 629812.8174188625 5803158.873153269)",10.30830882109466,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),30,,,,,,,,
38,"(0.6808308226776891, 0.055066186418605376)","(0.694583230226226, 0.021589205262219406)","[38322393, 38322390, 7370559]",primary,Weesperstraat,False,True,36.180988544712164,"LINESTRING (629822.6831914482 5803161.960023879, 629819.2247377752 5803169.614736042, 629811.9789167505 5803188.0984306205, 629808.9372037636 5803195.452518203)",36.180988544712164,OSM:length,1.0,Default:highway=primary (fallback width),0.04,Inferred:highway=primary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=primary (walk_lane fallback),50,yes,2,,,,,,
41,"(0.70535555832257, 0.025365862293375296)","(0.7538278972107673, 0.04182708429744976)","[7370259, 1231375693]",residential,Nieuwe Prinsengracht,False,False,51.029122663861294,"LINESTRING (629833.4504908337 5803165.738431006, 629838.3040756485 5803167.446731347, 629881.9002019878 5803182.207281108)",51.029122663861294,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),30,,,,,,,,
45,"(0.6907219887899597, 0.058652749458454057)","(0.70535555832257, 0.025365862293375296)","[139343840, 139343843, 38322391]",primary,Weesperstraat,False,False,36.45205610203743,"LINESTRING (629833.4504908337 5803165.738431006, 629829.0739362631 5803172.812475068, 629822.0909681943 5803191.403248189, 629818.8237525069 5803199.0407432495)",36.45205610203743,OSM:length,1.0,Default:highway=primary (fallback width),0.04,Inferred:highway=primary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=primary (walk_lane fallback),50,yes,,,,,,,
42,"(0.6808308226776891, 0.055066186418605376)","(0.6907219887899597, 0.058652749458454057)",7370539,residential,Nieuwe Prinsengracht,False,False,10.488401124497642,,10.488401124497642,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),50,,,,,,,,
51,"(0.6590127226482778, 0.1113685900952812)","(0.6808308226776891, 0.055066186418605376)",7370537,primary,Weesperstraat,False,True,60.356184299364486,"LINESTRING (629808.9372037636 5803195.452518203, 629792.2309811453 5803239.161477626, 629787.1292888043 5803251.781012304)",60.356184299364486,OSM:length,1.0,Default:highway=primary (fallback width),0.04,Inferred:highway=primary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=primary (walk_lane fallback),50,,2,,,,,,
70,"(0.7538278972107673, 0.04182708429744976)","(0.8067196623484539, 0.059473195193390005)",1231375693,residential,Nieuwe Prinsengracht,False,False,55.58022382613364,,55.58022382613364,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),30,,,,,,,,
702,"(0.7538278972107673, 0.04182708429744976)","(0.7991983631381696, 0.00770409144947931)","[646080272, 646080269, 593372575]",footway,,False,True,68.25272589416318,"LINESTRING (629881.9002019878 5803182.207281108, 629883.126828134 5803178.322172524, 629888.0318993384 5803164.12832968, 629891.1955276016 5803156.031848262, 629903.6465795971 5803160.032886981, 629907.284371186 5803160.306912972, 629910.950680902 5803159.758136926, 629913.8918938704 5803158.544744631, 629927.2494881896 5803148.068475732)",68.25272589416318,OSM:length,1.2,Inferred:highway=footway (typical sidewalk width),-0.04,Inferred:highway=footway (sidewalks typically lowered),0,Default: no crossing indicators found,0,OSM:highway=footway (walk_lane),,,,yes,,,,,
79,"(0.6907219887899597, 0.058652749458454057)","(0.7018092609737382, 0.062115101260322124)",7370260,residential,Nieuwe Prinsengracht,False,False,11.580050634068964,"LINESTRING (629818.8237525069 5803199.0407432495, 629825.138166449 5803200.898832874, 629829.9058489584 5803202.504699498)",11.580050634068964,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),30,,,,,,,,
83,"(0.6674240414004415, 0.11420421045921982)","(0.6907219887899597, 0.058652749458454057)",139343840,primary,Weesperstraat,False,False,60.219203538203026,"LINESTRING (629818.8237525069 5803199.0407432495, 629796.7792519603 5803250.9001771, 629795.536681006 5803254.617946689)",60.219203538203026,OSM:length,1.0,Default:highway=primary (fallback width),0.04,Inferred:highway=primary (main roads typically raised),0,Default: no crossing indicators found,0,Default:highway=primary (walk_lane fallback),50,,,,,,,,
48,"(0.3297560142594654, 0.10499041226257035)","(0.3572076959130215, 0.02536315237786055)",611914188,residential,Amstel,False,False,84.19770034636265,"LINESTRING (629485.4651499249 5803165.735719834, 629473.7688006047 5803198.581811341, 629458.0262831956 5803245.399878836)",84.19770034636265,OSM:length,1.0,Default:highway=residential (fallback width),-0.04,Default:highway=residential (pedestrian paths default lowered),0,Default: no crossing indicators found,0,Default:highway=residential (walk_lane fallback),30,,,,,,,,
